hourly_timestamp,Hour_Sin,Hour_Cos,DayOfWeek,IsWeekend,Ambient_Temp_C,Temp_Rolling_Mean,Occupancy_Category,HVAC_Power_kW,CO2_Level,Light,Humidity,Appliance_Energy_Wh,Lighting_Energy_Wh,Outside_Temp_C,Windspeed,Efficiency_Category,Relative_Compactness,Overall_Height
2016-03-14 11:00:00,0.0,1.0,0,0,19.866868055555557,19.866868055555557,Medium,0.383842105263158,603.5138888888889,0.0,27.999916666666664,322.10526315789474,26.842105263157894,6.7903508771929815,4.114035087719299,Low_Efficiency,0.76,7.0
2016-02-02 09:00:00,0.0,1.0,1,0,20.360935185185184,20.11390162037037,Low,0.285705,550.4239814814815,0.0,28.53406388888889,396.5,57.0,6.002083333333333,3.45,High_Efficiency,0.74,3.5
2016-05-12 14:00:00,0.0,1.0,2,0,20.861555555555555,20.363119598765433,Medium,0.3127575,911.2202777777779,0.0,26.911652777777782,312.5,22.0,5.732916666666666,4.116666666666666,Medium_Efficiency,0.76,7.0
2016-05-12 09:00:00,0.0,1.0,3,0,20.903111111111112,20.708533950617284,Low,0.19719,481.2576388888889,0.0,25.990097222222225,295.5,17.5,5.012083333333334,2.729166666666667,High_Efficiency,0.64,3.5
2016-04-07 19:00:00,0.0,1.0,4,0,20.594416666666667,20.78636111111111,Low,0.2295,508.29791666666665,0.0,23.237222222222222,294.0,6.0,5.912152777777778,2.9194444444444443,Medium_Efficiency,0.64,3.5
2016-03-05 03:00:00,0.0,1.0,5,1,19.982402777777775,20.493310185185184,Low,0.22587631578947373,471.0416666666667,0.0,26.457284722222226,294.7368421052632,0.5263157894736842,6.610307017543859,3.8114035087719293,Medium_Efficiency,0.9,7.0
2016-03-19 23:00:00,0.0,1.0,6,1,19.76978472222222,20.11553472222222,Low,0.1906578947368421,488.56388888888887,0.0,32.61923611111111,300.0,2.6315789473684212,6.536842105263157,3.956140350877193,High_Efficiency,0.74,3.5
2016-05-11 15:00:00,0.25881904510252074,0.9659258262890683,0,0,19.857636612021857,19.857636612021857,Medium,0.25531578947368416,654.1174863387978,0.0,27.658053278688527,316.3157894736842,15.263157894736842,6.41359649122807,4.030701754385965,High_Efficiency,0.69,3.5
2016-04-28 23:00:00,0.25881904510252074,0.9659258262890683,1,0,20.29275956284153,20.075198087431694,Low,0.2742525,543.056102003643,0.0,28.472098360655735,337.5,21.0,5.7491666666666665,3.120833333333333,Medium_Efficiency,0.82,7.0
2016-05-05 11:00:00,0.25881904510252074,0.9659258262890683,2,0,20.785260928961748,20.311885701275045,Medium,0.249095,973.3642076502731,0.0,26.343445355191257,315.5,8.0,5.467777777777778,3.993055555555556,High_Efficiency,0.62,3.5
2016-02-04 11:00:00,0.25881904510252074,0.9659258262890683,3,0,20.877459016393445,20.651826502732238,Low,0.19120499999999999,489.38524590163934,0.0,25.555136612021858,296.5,7.0,4.6570833333333335,2.7833333333333337,High_Efficiency,0.69,3.5
2016-03-17 16:00:00,0.25881904510252074,0.9659258262890683,4,0,20.68408469945355,20.78226821493625,Low,0.2252925,508.06010928961746,0.0,22.588825136612023,293.5,1.0,5.706736111111111,2.8944444444444444,Medium_Efficiency,0.82,7.0
2016-04-07 16:00:00,0.25881904510252074,0.9659258262890683,5,1,19.90327868852459,20.48827413479053,Low,0.2226552631578947,470.1502732240437,0.0,27.174112021857926,289.4736842105263,1.5789473684210527,6.449342105263158,3.929824561403509,Medium_Efficiency,0.98,7.0
2016-05-17 16:00:00,0.25881904510252074,0.9659258262890683,6,1,19.7402868852459,20.109216757741347,Low,0.1933105263157895,489.3490437158471,0.0,32.60855191256831,306.3157894736842,0.5263157894736842,6.185087719298245,3.807017543859649,High_Efficiency,0.74,3.5
2016-03-13 22:00:00,0.49999999999999994,0.8660254037844387,0,0,19.891087570621472,19.891087570621472,Medium,0.29427894736842114,664.0204802259888,0.0,27.0169209039548,305.7894736842105,8.947368421052632,6.108771929824561,4.065789473684211,Medium_Efficiency,0.9,7.0
2016-02-25 10:00:00,0.49999999999999994,0.8660254037844387,1,0,20.246826741996234,20.068957156308855,Low,0.188685,538.4551789077212,0.0,28.520362523540488,294.5,5.0,5.60375,3.2541666666666664,High_Efficiency,0.74,3.5
2016-01-16 23:00:00,0.49999999999999994,0.8660254037844387,2,0,20.70532485875706,20.28107972379159,Medium,0.229845,871.0101694915253,0.0,25.96097457627119,297.0,1.5,5.153611111111111,3.9763888888888888,High_Efficiency,0.69,3.5
2016-04-05 00:00:00,0.49999999999999994,0.8660254037844387,3,0,20.813064971751416,20.588405524168238,Low,0.22261499999999995,496.37288135593224,0.0,25.14045197740113,290.5,0.5,4.3375,2.9,Medium_Efficiency,0.64,3.5
2016-05-19 13:00:00,0.49999999999999994,0.8660254037844387,4,0,20.746935028248586,20.755108286252355,Low,0.26685,506.1490112994351,0.0,22.065826271186445,296.0,0.5,5.575,3.2375,Low_Efficiency,0.76,7.0
2016-04-28 20:00:00,0.49999999999999994,0.8660254037844387,5,1,19.834901129943503,20.464967043314502,Low,0.2576842105263158,471.37994350282486,0.0,27.59731638418079,285.2631578947368,1.0526315789473684,6.238157894736842,3.8552631578947367,Low_Efficiency,0.79,7.0
2016-04-10 17:00:00,0.49999999999999994,0.8660254037844387,6,1,19.690254237288137,20.090696798493408,Low,0.18435789473684214,490.50282485875704,0.0,32.509519774011295,292.10526315789474,0.5263157894736842,5.962719298245614,3.640350877192983,High_Efficiency,0.66,3.5
2016-05-10 02:00:00,0.7071067811865476,0.7071067811865476,0,0,19.87763888888889,19.87763888888889,Medium,0.23667368421052631,666.2034722222222,0.0,26.666944444444447,301.05263157894734,6.315789473684211,5.891666666666667,4.092105263157895,High_Efficiency,0.71,3.5
2016-02-03 22:00:00,0.7071067811865476,0.7071067811865476,1,0,20.26160462962963,20.06962175925926,Low,0.179865,536.9736111111112,0.0,28.588568518518517,282.5,3.0,5.269166666666666,3.1083333333333334,High_Efficiency,0.69,3.5
2016-04-20 22:00:00,0.7071067811865476,0.7071067811865476,2,0,20.745930555555557,20.295058024691357,Medium,0.22407,906.7685317460316,0.0,25.53214642857143,290.5,0.5,4.881111111111111,3.9805555555555556,High_Efficiency,0.74,3.5
2016-03-09 08:00:00,0.7071067811865476,0.7071067811865476,3,0,20.795361111111113,20.600965432098764,Low,0.17703,521.9319444444444,0.0,24.64871527777778,280.5,0.5,4.055,2.7958333333333334,High_Efficiency,0.71,3.5
2016-05-09 14:00:00,0.7071067811865476,0.7071067811865476,4,0,20.70167361111111,20.747655092592595,Low,0.183015,506.12777777777774,0.0,21.684555555555555,289.0,1.5,5.539583333333333,3.5,High_Efficiency,0.62,3.5
2016-01-14 00:00:00,0.7071067811865476,0.7071067811865476,5,1,19.752125,20.41638657407407,Low,0.25815789473684214,470.7694444444444,0.0,27.818770833333332,286.3157894736842,0.5263157894736842,5.875,3.6228070175438596,Low_Efficiency,0.76,7.0
2016-02-20 05:00:00,0.7071067811865476,0.7071067811865476,6,1,19.73155555555556,20.061784722222225,Low,0.22748684210526318,493.4409722222223,0.0,32.27954166666667,296.8421052631579,0.5263157894736842,5.660087719298245,3.4692982456140355,Medium_Efficiency,0.79,7.0
2016-03-25 18:00:00,0.8660254037844386,0.5000000000000001,0,0,19.84450819672131,19.84450819672131,Medium,0.28788157894736843,642.5314207650273,0.0,26.42254781420765,302.63157894736844,5.2631578947368425,5.572807017543859,4.0,Medium_Efficiency,0.98,7.0
2016-03-23 08:00:00,0.8660254037844386,0.5000000000000001,1,0,20.31447632058288,20.079492258652095,Low,0.22567500000000001,538.5110200364298,0.0,28.61266484517304,293.0,2.0,4.82875,2.8041666666666667,Medium_Efficiency,0.98,7.0
2016-03-01 07:00:00,0.8660254037844386,0.5000000000000001,2,0,20.745928961748632,20.30163782635094,Medium,0.3432,970.45,0.0,25.31322677595628,312.0,0.0,4.746666666666667,3.9166666666666665,Low_Efficiency,0.76,7.0
